Funzione,Dimensioni,Best,Mean,Std,Worst,RMSE,Tempo medio (s),Valore ottimo teorico
Ackley,2,0.01483792690102037,0.1440682636189838,0.08590898139051084,0.3787450202571958,0.16773794342886214,1.6156466563542684,0
